PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26207160","Meteorological conditions, climate change, new emerging factors, and asthma and related allergic disorders. A statement of the World Allergy Organization","D'Amato G, Holgate ST, Pawankar R, Ledford DK, Cecchi L, Al-Ahmad M, Al-Enezi F, Al-Muhsen S, Ansotegui I, Baena-Cagnani CE, Baker DJ, Bayram H, Bergmann KC, Boulet LP, Buters JT, D'Amato M, Dorsano S, Douwes J, Finlay SE, Garrasi D, Gómez M, Haahtela T, Halwani R, Hassani Y, Mahboub B, Marks G, Michelozzi P, Montagni M, Nunes C, Oh JJ, Popov TA, Portnoy J, Ridolo E, Rosário N, Rottem M, Sánchez-Borges M, Sibanda E, Sienra-Monge JJ, Vitale C, Annesi-Maesano I.","World Allergy Organ J. 2015 Jul 14;8(1):25. doi: 10.1186/s40413-015-0073-0. eCollection 2015.","D'Amato G","World Allergy Organ J","2015","2015/07/25","PMC4499913","","10.1186/s40413-015-0073-0"
"29492637","Fibre supplementation for the prevention of type 2 diabetes and improvement of glucose metabolism: the randomised controlled Optimal Fibre Trial (OptiFiT)","Honsek C, Kabisch S, Kemper M, Gerbracht C, Arafat AM, Birkenfeld AL, Dambeck U, Osterhoff MA, Weickert MO, Pfeiffer AFH.","Diabetologia. 2018 Jun;61(6):1295-1305. doi: 10.1007/s00125-018-4582-6. Epub 2018 Feb 28.","Honsek C","Diabetologia","2018","2018/03/02","","","10.1007/s00125-018-4582-6"
"28132686","Decreased STARD10 Expression Is Associated with Defective Insulin Secretion in Humans and Mice","Carrat GR, Hu M, Nguyen-Tu MS, Chabosseau P, Gaulton KJ, van de Bunt M, Siddiq A, Falchi M, Thurner M, Canouil M, Pattou F, Leclerc I, Pullen TJ, Cane MC, Prabhala P, Greenwald W, Schulte A, Marchetti P, Ibberson M, MacDonald PE, Manning Fox JE, Gloyn AL, Froguel P, Solimena M, McCarthy MI, Rutter GA.","Am J Hum Genet. 2017 Feb 2;100(2):238-256. doi: 10.1016/j.ajhg.2017.01.011. Epub 2017 Jan 26.","Carrat GR","Am J Hum Genet","2017","2017/01/31","PMC5294761","","10.1016/j.ajhg.2017.01.011"
"25956508","Variation of the group 5 grass pollen allergen content of airborne pollen in relation to geographic location and time in season","Buters J, Prank M, Sofiev M, Pusch G, Albertini R, Annesi-Maesano I, Antunes C, Behrendt H, Berger U, Brandao R, Celenk S, Galan C, Grewling Ł, Jackowiak B, Kennedy R, Rantio-Lehtimäki A, Reese G, Sauliene I, Smith M, Thibaudon M, Weber B, Cecchi L.","J Allergy Clin Immunol. 2015 Jul;136(1):87-95.e6. doi: 10.1016/j.jaci.2015.01.049. Epub 2015 May 6.","Buters J","J Allergy Clin Immunol","2015","2015/05/10","","","10.1016/j.jaci.2015.01.049"
"29567661","Quality Control of Serum and Plasma by Quantification of (4E,14Z)-Sphingadienine-C18-1-Phosphate Uncovers Common Preanalytical Errors During Handling of Whole Blood","Liu X, Hoene M, Yin P, Fritsche L, Plomgaard P, Hansen JS, Nakas CT, Niess AM, Hudemann J, Haap M, Mendy M, Weigert C, Wang X, Fritsche A, Peter A, Häring HU, Xu G, Lehmann R.","Clin Chem. 2018 May;64(5):810-819. doi: 10.1373/clinchem.2017.277905. Epub 2018 Mar 22.","Liu X","Clin Chem","2018","2018/03/24","","","10.1373/clinchem.2017.277905"
"31332195","X chromosome genetic data in a Spanish children cohort, dataset description and analysis pipeline","Anguita-Ruiz A, Plaza-Diaz J, Ruiz-Ojeda FJ, Rupérez AI, Leis R, Bueno G, Gil-Campos M, Vázquez-Cobela R, Cañete R, Moreno LA, Gil Á, Aguilera CM.","Sci Data. 2019 Jul 22;6(1):130. doi: 10.1038/s41597-019-0109-3.","Anguita-Ruiz A","Sci Data","2019","2019/07/24","PMC6646348","","10.1038/s41597-019-0109-3"
"30352878","Genome-Wide and Abdominal MRI Data Provide Evidence That a Genetically Determined Favorable Adiposity Phenotype Is Characterized by Lower Ectopic Liver Fat and Lower Risk of Type 2 Diabetes, Heart Disease, and Hypertension","Ji Y, Yiorkas AM, Frau F, Mook-Kanamori D, Staiger H, Thomas EL, Atabaki-Pasdar N, Campbell A, Tyrrell J, Jones SE, Beaumont RN, Wood AR, Tuke MA, Ruth KS, Mahajan A, Murray A, Freathy RM, Weedon MN, Hattersley AT, Hayward C, Machann J, Häring HU, Franks P, de Mutsert R, Pearson E, Stefan N, Frayling TM, Allebrandt KV, Bell JD, Blakemore AI, Yaghootkar H.","Diabetes. 2019 Jan;68(1):207-219. doi: 10.2337/db18-0708. Epub 2018 Oct 23.","Ji Y","Diabetes","2019","2018/10/25","","","10.2337/db18-0708"
"29208732","The Next Generation of Training for Arabidopsis Researchers: Bioinformatics and Quantitative Biology","Friesner J, Assmann SM, Bastow R, Bailey-Serres J, Beynon J, Brendel V, Buell CR, Bucksch A, Busch W, Demura T, Dinneny JR, Doherty CJ, Eveland AL, Falter-Braun P, Gehan MA, Gonzales M, Grotewold E, Gutierrez R, Kramer U, Krouk G, Ma S, Markelz RJC, Megraw M, Meyers BC, Murray JAH, Provart NJ, Rhee S, Smith R, Spalding EP, Taylor C, Teal TK, Torii KU, Town C, Vaughn M, Vierstra R, Ware D, Wilkins O, Williams C, Brady SM.","Plant Physiol. 2017 Dec;175(4):1499-1509. doi: 10.1104/pp.17.01490.","Friesner J","Plant Physiol","2017","2017/12/07","PMC5717721","","10.1104/pp.17.01490"
"28245209","EV-TRACK: transparent reporting and centralizing knowledge in extracellular vesicle research","EV-TRACK Consortium, Van Deun J, Mestdagh P, Agostinis P, Akay Ö, Anand S, Anckaert J, Martinez ZA, Baetens T, Beghein E, Bertier L, Berx G, Boere J, Boukouris S, Bremer M, Buschmann D, Byrd JB, Casert C, Cheng L, Cmoch A, Daveloose D, De Smedt E, Demirsoy S, Depoorter V, Dhondt B, Driedonks TA, Dudek A, Elsharawy A, Floris I, Foers AD, Gärtner K, Garg AD, Geeurickx E, Gettemans J, Ghazavi F, Giebel B, Kormelink TG, Hancock G, Helsmoortel H, Hill AF, Hyenne V, Kalra H, Kim D, Kowal J, Kraemer S, Leidinger P, Leonelli C, Liang Y, Lippens L, Liu S, Lo Cicero A, Martin S, Mathivanan S, Mathiyalagan P, Matusek T, Milani G, Monguió-Tortajada M, Mus LM, Muth DC, Németh A, Nolte-'t Hoen EN, O'Driscoll L, Palmulli R, Pfaffl MW, Primdal-Bengtson B, Romano E, Rousseau Q, Sahoo S, Sampaio N, Samuel M, Scicluna B, Soen B, Steels A, Swinnen JV, Takatalo M, Thaminy S, Théry C, Tulkens J, Van Audenhove I, van der Grein S, Van Goethem A, van Herwijnen MJ, Van Niel G, Van Roy N, Van Vliet AR, Vandamme N, Vanhauwaert S, Vergauwen G, Verweij F, Wallaert A, Wauben M, Witwer KW, Zonneveld MI, De Wever O, Vandesompele J, Hendrix A.","Nat Methods. 2017 Feb 28;14(3):228-232. doi: 10.1038/nmeth.4185.","EV-TRACK Consortium","Nat Methods","2017","2017/03/01","","","10.1038/nmeth.4185"
"27690265","DNA methylation-based measures of biological age: meta-analysis predicting time to death","Chen BH, Marioni RE, Colicino E, Peters MJ, Ward-Caviness CK, Tsai PC, Roetker NS, Just AC, Demerath EW, Guan W, Bressler J, Fornage M, Studenski S, Vandiver AR, Moore AZ, Tanaka T, Kiel DP, Liang L, Vokonas P, Schwartz J, Lunetta KL, Murabito JM, Bandinelli S, Hernandez DG, Melzer D, Nalls M, Pilling LC, Price TR, Singleton AB, Gieger C, Holle R, Kretschmer A, Kronenberg F, Kunze S, Linseisen J, Meisinger C, Rathmann W, Waldenberger M, Visscher PM, Shah S, Wray NR, McRae AF, Franco OH, Hofman A, Uitterlinden AG, Absher D, Assimes T, Levine ME, Lu AT, Tsao PS, Hou L, Manson JE, Carty CL, LaCroix AZ, Reiner AP, Spector TD, Feinberg AP, Levy D, Baccarelli A, van Meurs J, Bell JT, Peters A, Deary IJ, Pankow JS, Ferrucci L, Horvath S.","Aging (Albany NY). 2016 Sep 28;8(9):1844-1865. doi: 10.18632/aging.101020.","Chen BH","Aging (Albany NY)","2016","2016/10/01","PMC5076441","","10.18632/aging.101020"
"26167768","An siRNA-based functional genomics screen for the identification of regulators of ciliogenesis and ciliopathy genes","Wheway G, Schmidts M, Mans DA, Szymanska K, Nguyen TT, Racher H, Phelps IG, Toedt G, Kennedy J, Wunderlich KA, Sorusch N, Abdelhamed ZA, Natarajan S, Herridge W, van Reeuwijk J, Horn N, Boldt K, Parry DA, Letteboer SJF, Roosing S, Adams M, Bell SM, Bond J, Higgins J, Morrison EE, Tomlinson DC, Slaats GG, van Dam TJP, Huang L, Kessler K, Giessl A, Logan CV, Boyle EA, Shendure J, Anazi S, Aldahmesh M, Al Hazzaa S, Hegele RA, Ober C, Frosk P, Mhanni AA, Chodirker BN, Chudley AE, Lamont R, Bernier FP, Beaulieu CL, Gordon P, Pon RT, Donahue C, Barkovich AJ, Wolf L, Toomes C, Thiel CT, Boycott KM, McKibbin M, Inglehearn CF; UK10K Consortium; University of Washington Center for Mendelian Genomics, Stewart F, Omran H, Huynen MA, Sergouniotis PI, Alkuraya FS, Parboosingh JS, Innes AM, Willoughby CE, Giles RH, Webster AR, Ueffing M, Blacque O, Gleeson JG, Wolfrum U, Beales PL, Gibson T, Doherty D, Mitchison HM, Roepman R, Johnson CA.","Nat Cell Biol. 2015 Aug;17(8):1074-1087. doi: 10.1038/ncb3201. Epub 2015 Jul 13.","Wheway G","Nat Cell Biol","2015","2015/07/14","PMC4536769","EMS63737","10.1038/ncb3201"
"31104936","Mitigating Anticipated Effects of Systematic Errors Supports Sister-Group Relationship between Xenacoelomorpha and Ambulacraria","Philippe H, Poustka AJ, Chiodin M, Hoff KJ, Dessimoz C, Tomiczek B, Schiffer PH, Müller S, Domman D, Horn M, Kuhl H, Timmermann B, Satoh N, Hikosaka-Katayama T, Nakano H, Rowe ML, Elphick MR, Thomas-Chollier M, Hankeln T, Mertes F, Wallberg A, Rast JP, Copley RR, Martinez P, Telford MJ.","Curr Biol. 2019 Jun 3;29(11):1818-1826.e6. doi: 10.1016/j.cub.2019.04.009. Epub 2019 May 16.","Philippe H","Curr Biol","2019","2019/05/21","","","10.1016/j.cub.2019.04.009"
"30442561","Association of maternal prenatal smoking GFI1-locus and cardio-metabolic phenotypes in 18,212 adults","Parmar P, Lowry E, Cugliari G, Suderman M, Wilson R, Karhunen V, Andrew T, Wiklund P, Wielscher M, Guarrera S, Teumer A, Lehne B, Milani L, de Klein N, Mishra PP, Melton PE, Mandaviya PR, Kasela S, Nano J, Zhang W, Zhang Y, Uitterlinden AG, Peters A, Schöttker B, Gieger C, Anderson D, Boomsma DI, Grabe HJ, Panico S, Veldink JH, van Meurs JBJ, van den Berg L, Beilin LJ, Franke L, Loh M, van Greevenbroek MMJ, Nauck M, Kähönen M, Hurme MA, Raitakari OT, Franco OH, Slagboom PE, van der Harst P, Kunze S, Felix SB, Zhang T, Chen W, Mori TA, Bonnefond A, Heijmans BT; BIOS Consortium, Muka T, Kooner JS, Fischer K, Waldenberger M, Froguel P, Huang RC, Lehtimäki T, Rathmann W, Relton CL, Matullo G, Brenner H, Verweij N, Li S, Chambers JC, Järvelin MR, Sebert S; GLOBAL Meth QTL Consortium.","EBioMedicine. 2018 Dec;38:206-216. doi: 10.1016/j.ebiom.2018.10.066. Epub 2018 Nov 13.","Parmar P","EBioMedicine","2018","2018/11/17","PMC6306313","","10.1016/j.ebiom.2018.10.066"
"27814993","Evaluation of the interaction between LRRK2 and PARK16 loci in determining risk of Parkinson's disease: analysis of a large multicenter study","Wang L, Heckman MG, Aasly JO, Annesi G, Bozi M, Chung SJ, Clarke C, Crosiers D, Eckstein G, Garraux G, Hadjigeorgiou GM, Hattori N, Jeon B, Kim YJ, Kubo M, Lesage S, Lin JJ, Lynch T, Lichtner P, Mellick GD, Mok V, Morrison KE, Quattrone A, Satake W, Silburn PA, Stefanis L, Stockton JD, Tan EK, Toda T, Brice A, Van Broeckhoven C, Uitti RJ, Wirdefeldt K, Wszolek Z, Xiromerisiou G, Maraganore DM, Gasser T, Krüger R, Farrer MJ, Ross OA, Sharma M; GEOPD Consortium.","Neurobiol Aging. 2017 Jan;49:217.e1-217.e4. doi: 10.1016/j.neurobiolaging.2016.09.022. Epub 2016 Oct 6.","Wang L","Neurobiol Aging","2017","2016/11/06","PMC5154911","NIHMS821728","10.1016/j.neurobiolaging.2016.09.022"
"29353241","Inhibition of Endothelial Notch Signaling Impairs Fatty Acid Transport and Leads to Metabolic and Vascular Remodeling of the Adult Heart","Jabs M, Rose AJ, Lehmann LH, Taylor J, Moll I, Sijmonsma TP, Herberich SE, Sauer SW, Poschet G, Federico G, Mogler C, Weis EM, Augustin HG, Yan M, Gretz N, Schmid RM, Adams RH, Gröne HJ, Hell R, Okun JG, Backs J, Nawroth PP, Herzig S, Fischer A.","Circulation. 2018 Jun 12;137(24):2592-2608. doi: 10.1161/CIRCULATIONAHA.117.029733. Epub 2018 Jan 20.","Jabs M","Circulation","2018","2018/01/22","","","10.1161/CIRCULATIONAHA.117.029733"
"31441064","Biologicals in allergic diseases and asthma: Toward personalized medicine and precision health: Highlights of the 3rd EAACI Master Class on Biologicals, San Lorenzo de El Escorial, Madrid, 2019","Palomares O, Untersmayr E, Gutermuth J, Agache I, Ajeganova S, Bavbek S, Chan S, Jutel M, Quirce S, Schmid-Grendelmeier P, Schmidt-Weber C, Torres MJ, Eiwegger T.","Allergy. 2020 Apr;75(4):936-940. doi: 10.1111/all.14024. Epub 2019 Sep 10.","Palomares O","Allergy","2020","2019/08/24","","","10.1111/all.14024"
"31197398","Fostering improved human islet research: a European perspective","Marchetti P, Schulte AM, Marselli L, Schoniger E, Bugliani M, Kramer W, Overbergh L, Ullrich S, Gloyn AL, Ibberson M, Rutter G, Froguel P, Groop L, McCarthy MI, Dotta F, Scharfmann R, Magnan C, Eizirik DL, Mathieu C, Cnop M, Thorens B, Solimena M.","Diabetologia. 2019 Aug;62(8):1514-1516. doi: 10.1007/s00125-019-4911-4. Epub 2019 Jun 13.","Marchetti P","Diabetologia","2019","2019/06/15","PMC6647243","","10.1007/s00125-019-4911-4"
"29078330","Favorable outcome of experimental islet xenotransplantation without immunosuppression in a nonhuman primate model of diabetes","Ludwig B, Ludwig S, Steffen A, Knauf Y, Zimerman B, Heinke S, Lehmann S, Schubert U, Schmid J, Bleyer M, Schönmann U, Colton CK, Bonifacio E, Solimena M, Reichel A, Schally AV, Rotem A, Barkai U, Grinberg-Rashi H, Kaup FJ, Avni Y, Jones P, Bornstein SR.","Proc Natl Acad Sci U S A. 2017 Oct 31;114(44):11745-11750. doi: 10.1073/pnas.1708420114. Epub 2017 Oct 16.","Ludwig B","Proc Natl Acad Sci U S A","2017","2017/10/29","PMC5676906","","10.1073/pnas.1708420114"
"28699174","Inherited variation in circadian rhythm genes and risks of prostate cancer and three other cancer sites in combined cancer consortia","Gu F, Zhang H, Hyland PL, Berndt S, Gapstur SM, Wheeler W, Ellipse Consortium T, Amos CI, Bezieau S, Bickeböller H, Brenner H, Brennan P, Chang-Claude J, Conti DV, Doherty JA, Gruber SB, Harrison TA, Hayes RB, Hoffmeister M, Houlston RS, Hung RJ, Jenkins MA, Kraft P, Lawrenson K, McKay J, Markt S, Mucci L, Phelan CM, Qu C, Risch A, Rossing MA, Wichmann HE, Shi J, Schernhammer E, Yu K, Landi MT, Caporaso NE.","Int J Cancer. 2017 Nov 1;141(9):1794-1802. doi: 10.1002/ijc.30883. Epub 2017 Jul 29.","Gu F","Int J Cancer","2017","2017/07/13","PMC5907928","NIHMS929553","10.1002/ijc.30883"
"28133767","The human longevity gene homolog INDY and interleukin-6 interact in hepatic lipid metabolism","von Loeffelholz C, Lieske S, Neuschäfer-Rube F, Willmes DM, Raschzok N, Sauer IM, König J, Fromm MF, Horn P, Chatzigeorgiou A, Pathe-Neuschäfer-Rube A, Jordan J, Pfeiffer AFH, Mingrone G, Bornstein SR, Stroehle P, Harms C, Wunderlich FT, Helfand SL, Bernier M, de Cabo R, Shulman GI, Chavakis T, Püschel GP, Birkenfeld AL.","Hepatology. 2017 Aug;66(2):616-630. doi: 10.1002/hep.29089. Epub 2017 Jun 26.","von Loeffelholz C","Hepatology","2017","2017/01/31","PMC5519435","NIHMS857372","10.1002/hep.29089"
"26965294","The independent role of prenatal and postnatal exposure to active and passive smoking on the development of early wheeze in children","Vardavas CI, Hohmann C, Patelarou E, Martinez D, Henderson AJ, Granell R, Sunyer J, Torrent M, Fantini MP, Gori D, Annesi-Maesano I, Slama R, Duijts L, de Jongste JC, Aurrekoetxea JJ, Basterrechea M, Morales E, Ballester F, Murcia M, Thijs C, Mommers M, Kuehni CE, Gaillard EA, Tischer C, Heinrich J, Pizzi C, Zugna D, Gehring U, Wijga A, Chatzi L, Vassilaki M, Bergström A, Eller E, Lau S, Keil T, Nieuwenhuijsen M, Kogevinas M.","Eur Respir J. 2016 Jul;48(1):115-24. doi: 10.1183/13993003.01016-2015. Epub 2016 Mar 10.","Vardavas CI","Eur Respir J","2016","2016/03/12","","","10.1183/13993003.01016-2015"
"27922535","Association Between Short-term Exposure to Ultrafine Particles and Mortality in Eight European Urban Areas","Stafoggia M, Schneider A, Cyrys J, Samoli E, Andersen ZJ, Bedada GB, Bellander T, Cattani G, Eleftheriadis K, Faustini A, Hoffmann B, Jacquemin B, Katsouyanni K, Massling A, Pekkanen J, Perez N, Peters A, Quass U, Yli-Tuomi T, Forastiere F; UF&HEALTH Study Group.","Epidemiology. 2017 Mar;28(2):172-180. doi: 10.1097/EDE.0000000000000599.","Stafoggia M","Epidemiology","2017","2016/12/07","","","10.1097/EDE.0000000000000599"
"25978793","Long-term Exposure to Particulate Matter Constituents and the Incidence of Coronary Events in 11 European Cohorts","Wolf K, Stafoggia M, Cesaroni G, Andersen ZJ, Beelen R, Galassi C, Hennig F, Migliore E, Penell J, Ricceri F, Sørensen M, Turunen AW, Hampel R, Hoffmann B, Kälsch H, Laatikainen T, Pershagen G, Raaschou-Nielsen O, Sacerdote C, Vineis P, Badaloni C, Cyrys J, de Hoogh K, Eriksen KT, Jedynska A, Keuken M, Kooter I, Lanki T, Ranzi A, Sugiri D, Tsai MY, Wang M, Hoek G, Brunekreef B, Peters A, Forastiere F.","Epidemiology. 2015 Jul;26(4):565-74. doi: 10.1097/EDE.0000000000000300.","Wolf K","Epidemiology","2015","2015/05/16","","","10.1097/EDE.0000000000000300"
"27322543","Meta-analysis of 375,000 individuals identifies 38 susceptibility loci for migraine","Gormley P, Anttila V, Winsvold BS, Palta P, Esko T, Pers TH, Farh KH, Cuenca-Leon E, Muona M, Furlotte NA, Kurth T, Ingason A, McMahon G, Ligthart L, Terwindt GM, Kallela M, Freilinger TM, Ran C, Gordon SG, Stam AH, Steinberg S, Borck G, Koiranen M, Quaye L, Adams HH, Lehtimäki T, Sarin AP, Wedenoja J, Hinds DA, Buring JE, Schürks M, Ridker PM, Hrafnsdottir MG, Stefansson H, Ring SM, Hottenga JJ, Penninx BW, Färkkilä M, Artto V, Kaunisto M, Vepsäläinen S, Malik R, Heath AC, Madden PA, Martin NG, Montgomery GW, Kurki MI, Kals M, Mägi R, Pärn K, Hämäläinen E, Huang H, Byrnes AE, Franke L, Huang J, Stergiakouli E, Lee PH, Sandor C, Webber C, Cader Z, Muller-Myhsok B, Schreiber S, Meitinger T, Eriksson JG, Salomaa V, Heikkilä K, Loehrer E, Uitterlinden AG, Hofman A, van Duijn CM, Cherkas L, Pedersen LM, Stubhaug A, Nielsen CS, Männikkö M, Mihailov E, Milani L, Göbel H, Esserlind AL, Christensen AF, Hansen TF, Werge T; International Headache Genetics Consortium, Kaprio J, Aromaa AJ, Raitakari O, Ikram MA, Spector T, Järvelin MR, Metspalu A, Kubisch C, Strachan DP, Ferrari MD, Belin AC, Dichgans M, Wessman M, van den Maagdenberg AM, Zwart JA, Boomsma DI, Smith GD, et al.","Nat Genet. 2016 Aug;48(8):856-66. doi: 10.1038/ng.3598. Epub 2016 Jun 20.","Gormley P","Nat Genet","2016","2016/06/21","PMC5331903","NIHMS845323","10.1038/ng.3598"
"31034279","Resequencing Study Confirms That Host Defense and Cell Senescence Gene Variants Contribute to the Risk of Idiopathic Pulmonary Fibrosis","Moore C, Blumhagen RZ, Yang IV, Walts A, Powers J, Walker T, Bishop M, Russell P, Vestal B, Cardwell J, Markin CR, Mathai SK, Schwarz MI, Steele MP, Lee J, Brown KK, Loyd JE, Crapo JD, Silverman EK, Cho MH, James JA, Guthridge JM, Cogan JD, Kropski JA, Swigris JJ, Bair C, Kim DS, Ji W, Kim H, Song JW, Maier LA, Pacheco KA, Hirani N, Poon AS, Li F, Jenkins RG, Braybrooke R, Saini G, Maher TM, Molyneaux PL, Saunders P, Zhang Y, Gibson KF, Kass DJ, Rojas M, Sembrat J, Wolters PJ, Collard HR, Sundy JS, O'Riordan T, Strek ME, Noth I, Ma SF, Porteous MK, Kreider ME, Patel NB, Inoue Y, Hirose M, Arai T, Akagawa S, Eickelberg O, Fernandez IE, Behr J, Mogulkoc N, Corte TJ, Glaspole I, Tomassetti S, Ravaglia C, Poletti V, Crestani B, Borie R, Kannengiesser C, Parfrey H, Fiddler C, Rassl D, Molina-Molina M, Machahua C, Worboys AM, Gudmundsson G, Isaksson HJ, Lederer DJ, Podolanczuk AJ, Montesi SB, Bendstrup E, Danchel V, Selman M, Pardo A, Henry MT, Keane MP, Doran P, Vašáková M, Sterclova M, Ryerson CJ, Wilcox PG, Okamoto T, Furusawa H, Miyazaki Y, Laurent G, Baltic S, Prele C, et al.","Am J Respir Crit Care Med. 2019 Jul 15;200(2):199-208. doi: 10.1164/rccm.201810-1891OC.","Moore C","Am J Respir Crit Care Med","2019","2019/04/30","PMC6635791","","10.1164/rccm.201810-1891OC"
"29029846","Identification of novel risk loci for restless legs syndrome in genome-wide association studies in individuals of European ancestry: a meta-analysis","Schormair B, Zhao C, Bell S, Tilch E, Salminen AV, Pütz B, Dauvilliers Y, Stefani A, Högl B, Poewe W, Kemlink D, Sonka K, Bachmann CG, Paulus W, Trenkwalder C, Oertel WH, Hornyak M, Teder-Laving M, Metspalu A, Hadjigeorgiou GM, Polo O, Fietze I, Ross OA, Wszolek Z, Butterworth AS, Soranzo N, Ouwehand WH, Roberts DJ, Danesh J, Allen RP, Earley CJ, Ondo WG, Xiong L, Montplaisir J, Gan-Or Z, Perola M, Vodicka P, Dina C, Franke A, Tittmann L, Stewart AFR, Shah SH, Gieger C, Peters A, Rouleau GA, Berger K, Oexle K, Di Angelantonio E, Hinds DA, Müller-Myhsok B, Winkelmann J; 23andMe Research Team; DESIR study group.","Lancet Neurol. 2017 Nov;16(11):898-907. doi: 10.1016/S1474-4422(17)30327-7.","Schormair B","Lancet Neurol","2017","2017/10/15","PMC5755468","","10.1016/S1474-4422(17)30327-7"
"25913421","Are allergic multimorbidities and IgE polysensitization associated with the persistence or re-occurrence of foetal type 2 signalling? The MeDALL hypothesis","Bousquet J, Anto JM, Wickman M, Keil T, Valenta R, Haahtela T, Lodrup Carlsen K, van Hage M, Akdis C, Bachert C, Akdis M, Auffray C, Annesi-Maesano I, Bindslev-Jensen C, Cambon-Thomsen A, Carlsen KH, Chatzi L, Forastiere F, Garcia-Aymerich J, Gehrig U, Guerra S, Heinrich J, Koppelman GH, Kowalski ML, Lambrecht B, Lupinek C, Maier D, Melén E, Momas I, Palkonen S, Pinart M, Postma D, Siroux V, Smit HA, Sunyer J, Wright J, Zuberbier T, Arshad SH, Nadif R, Thijs C, Andersson N, Asarnoj A, Ballardini N, Ballereau S, Bedbrook A, Benet M, Bergstrom A, Brunekreef B, Burte E, Calderon M, De Carlo G, Demoly P, Eller E, Fantini MP, Hammad H, Hohman C, Just J, Kerkhof M, Kogevinas M, Kull I, Lau S, Lemonnier N, Mommers M, Nawijn M, Neubauer A, Oddie S, Pellet J, Pin I, Porta D, Saes Y, Skrindo I, Tischer CG, Torrent M, von Hertzen L.","Allergy. 2015 Sep;70(9):1062-78. doi: 10.1111/all.12637. Epub 2015 Jul 14.","Bousquet J","Allergy","2015","2015/04/28","","","10.1111/all.12637"
"27386562","Novel multiple sclerosis susceptibility loci implicated in epigenetic regulation","Andlauer TF, Buck D, Antony G, Bayas A, Bechmann L, Berthele A, Chan A, Gasperi C, Gold R, Graetz C, Haas J, Hecker M, Infante-Duarte C, Knop M, Kümpfel T, Limmroth V, Linker RA, Loleit V, Luessi F, Meuth SG, Mühlau M, Nischwitz S, Paul F, Pütz M, Ruck T, Salmen A, Stangel M, Stellmann JP, Stürner KH, Tackenberg B, Then Bergh F, Tumani H, Warnke C, Weber F, Wiendl H, Wildemann B, Zettl UK, Ziemann U, Zipp F, Arloth J, Weber P, Radivojkov-Blagojevic M, Scheinhardt MO, Dankowski T, Bettecken T, Lichtner P, Czamara D, Carrillo-Roa T, Binder EB, Berger K, Bertram L, Franke A, Gieger C, Herms S, Homuth G, Ising M, Jöckel KH, Kacprowski T, Kloiber S, Laudes M, Lieb W, Lill CM, Lucae S, Meitinger T, Moebus S, Müller-Nurasyid M, Nöthen MM, Petersmann A, Rawal R, Schminke U, Strauch K, Völzke H, Waldenberger M, Wellmann J, Porcu E, Mulas A, Pitzalis M, Sidore C, Zara I, Cucca F, Zoledziewska M, Ziegler A, Hemmer B, Müller-Myhsok B.","Sci Adv. 2016 Jun 17;2(6):e1501678. doi: 10.1126/sciadv.1501678. eCollection 2016 Jun.","Andlauer TF","Sci Adv","2016","2016/07/08","PMC4928990","","10.1126/sciadv.1501678"
"27437830","Integration of new biological and physical retrospective dosimetry methods into EU emergency response plans - joint RENEB and EURADOS inter-laboratory comparisons","Ainsbury E, Badie C, Barnard S, Manning G, Moquet J, Abend M, Antunes AC, Barrios L, Bassinet C, Beinke C, Bortolin E, Bossin L, Bricknell C, Brzoska K, Buraczewska I, Castaño CH, Čemusová Z, Christiansson M, Cordero SM, Cosler G, Monaca SD, Desangles F, Discher M, Dominguez I, Doucha-Senf S, Eakins J, Fattibene P, Filippi S, Frenzel M, Georgieva D, Gregoire E, Guogyte K, Hadjidekova V, Hadjiiska L, Hristova R, Karakosta M, Kis E, Kriehuber R, Lee J, Lloyd D, Lumniczky K, Lyng F, Macaeva E, Majewski M, Vanda Martins S, McKeever SW, Meade A, Medipally D, Meschini R, M'kacher R, Gil OM, Montero A, Moreno M, Noditi M, Oestreicher U, Oskamp D, Palitti F, Palma V, Pantelias G, Pateux J, Patrono C, Pepe G, Port M, Prieto MJ, Quattrini MC, Quintens R, Ricoul M, Roy L, Sabatier L, Sebastià N, Sholom S, Sommer S, Staynova A, Strunz S, Terzoudi G, Testa A, Trompier F, Valente M, Hoey OV, Veronese I, Wojcik A, Woda C.","Int J Radiat Biol. 2017 Jan;93(1):99-109. doi: 10.1080/09553002.2016.1206233. Epub 2016 Jul 20.","Ainsbury E","Int J Radiat Biol","2017","2016/07/21","","","10.1080/09553002.2016.1206233"
"29491397","Single cell polarity in liquid phase facilitates tumour metastasis","Lorentzen A, Becker PF, Kosla J, Saini M, Weidele K, Ronchi P, Klein C, Wolf MJ, Geist F, Seubert B, Ringelhan M, Mihic-Probst D, Esser K, Roblek M, Kuehne F, Bianco G, O'Connor T, Müller Q, Schuck K, Lange S, Hartmann D, Spaich S, Groß O, Utikal J, Haferkamp S, Sprick MR, Damle-Vartak A, Hapfelmeier A, Hüser N, Protzer U, Trumpp A, Saur D, Vartak N, Klein CA, Polzer B, Borsig L, Heikenwalder M.","Nat Commun. 2018 Feb 28;9(1):887. doi: 10.1038/s41467-018-03139-6.","Lorentzen A","Nat Commun","2018","2018/03/02","PMC5830403","","10.1038/s41467-018-03139-6"
